,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,nematode_feeding,nematode_ecology,decay_type,growth_form,,,,
1617,3607,Helicoma_sp,UDB03297929,SH1306079.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,Helicoma_sp,Helicoma_sp_SH1306079.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1618,3610,Cladorrhinum_australe,KT321062,SH0945292.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,Cladorrhinum_australe,Cladorrhinum_australe_SH0945292.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
1619,3612,Paraphoma_ledniceana,MT371091,SH1486987.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_ledniceana,Paraphoma_ledniceana_SH1486987.09FU,plant_pathogen,wood_saprotroph,,,wood,filamentous_mycelium,,,,
1620,3613,Murispora_kazachstanica,MZ996880,SH0969960.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora_kazachstanica,Murispora_kazachstanica_SH0969960.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1621,3614,Fungi_sp,UDB0364979,SH1111635.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1111635.09FU,NA,NA,,,NA,NA,,,,
1622,3615,Coprinopsis_sp,UDB04181628,SH1204429.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_sp,Coprinopsis_sp_SH1204429.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1623,3618,Tetragoniomycetaceae_sp,UDB05478129,SH1087131.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomycetaceae_gen_Incertae_sedis,Tetragoniomycetaceae_sp,Tetragoniomycetaceae_sp_SH1087131.09FU,NA,NA,,,NA,NA,,,,
1624,3621,Spizellomycetales_sp,UDB07390233,SH1100625.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1100625.09FU,NA,NA,,,NA,NA,,,,
1625,3622,Spizellomycetales_sp,UDB07386838,SH1213915.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1213915.09FU,NA,NA,,,NA,NA,,,,
1626,3626,Paraphaeosphaeria_hydei,MK329127,SH1068200.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_hydei,Paraphaeosphaeria_hydei_SH1068200.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1627,3627,Geranomyces_tanneri,UDB0301404,SH1204990.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_tanneri,Geranomyces_tanneri_SH1204990.09FU,pollen_saprotroph,NA,,,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
1628,3628,Fusarium_hostae,MT435066,SH3190031.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_hostae,Fusarium_hostae_SH3190031.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1629,3629,Fungi_sp,UDB02129663,SH1250457.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1250457.09FU,NA,NA,,,NA,NA,,,,
1630,3631,Coniella_fragariae,AY339317,SH1288039.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Schizoparmaceae,Coniella,Coniella_fragariae,Coniella_fragariae_SH1288039.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
1631,3636,Xylariales_sp,KX148693,SH1291020.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Xylariales_gen_Incertae_sedis,Xylariales_sp,Xylariales_sp_SH1291020.09FU,NA,NA,,,NA,NA,,,,
1632,3637,Leotiomycetes_sp,MH854756,SH0956315.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp,Leotiomycetes_sp_SH0956315.09FU,NA,NA,,,NA,NA,,,,
1633,3642,Panaeolina_foenisecii,UDB015423,SH1785536.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Panaeolina,Panaeolina_foenisecii,Panaeolina_foenisecii_SH1785536.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1634,3649,Eriospora_sp,UDB05371041,SH1276789.09FU,reps,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Eriospora,Eriospora_sp,Eriospora_sp_SH1276789.09FU,unspecified_saprotroph,NA,,,NA,NA,,,,
1635,3651,Trichoderma_aerugineum,FJ860720,SH0961262.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_aerugineum,Trichoderma_aerugineum_SH0961262.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1636,3653,Spizellomycetales_sp,UDB07391315,SH1255051.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1255051.09FU,NA,NA,,,NA,NA,,,,
1637,3654,Lycoperdon_pyriforme,DQ112557,SH0948285.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_pyriforme,Lycoperdon_pyriforme_SH0948285.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1638,3655,Fusarium_polyphialidicum,U34580,SH1060307.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_polyphialidicum,Fusarium_polyphialidicum_SH1060307.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1639,3656,Fungi_sp,UDB02169410,SH1118661.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1118661.09FU,NA,NA,,,NA,NA,,,,
1640,3657,Fungi_sp,UDB02167655,SH1330309.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1330309.09FU,NA,NA,,,NA,NA,,,,
1641,3663,Chaetothyriales_sp,UDB01820605,SH0889643.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp,Chaetothyriales_sp_SH0889643.09FU,NA,NA,,,NA,NA,,,,
1642,3665,Aquapeziza_sp,UDB01246455,SH1168462.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Aquapeziza,Aquapeziza_sp,Aquapeziza_sp_SH1168462.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1643,3666,Westerdykella_sp,MZ380163,SH0988260.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella_sp,Westerdykella_sp_SH0988260.09FU,dung_saprotroph,NA,,,dung,filamentous_mycelium,,,,
1644,3668,Veronaea_japonica,EU041818,SH1266764.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea_japonica,Veronaea_japonica_SH1266764.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,dimorphic_yeast,,,,
1645,3669,Trichoderma_hamatum,UDB098962,SH1007134.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_hamatum,Trichoderma_hamatum_SH1007134.09FU,mycoparasite,foliar_endophyte,,,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1646,3674,Rhizophydiales_sp,UDB0500976,SH0940014.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH0940014.09FU,NA,NA,,,NA,NA,,,,
1647,3678,Phaeosphaeriaceae_sp,UDB0565942,SH0969969.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Phaeosphaeriaceae_sp,Phaeosphaeriaceae_sp_SH0969969.09FU,NA,NA,,,NA,NA,,,,
1648,3679,Periconia_pseudodigitata,LC014591,SH0949736.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_pseudodigitata,Periconia_pseudodigitata_SH0949736.09FU,plant_pathogen,foliar_endophyte,,,leaf/fruit/seed,filamentous_mycelium,,,,
1649,3680,Nigrospora_hainanensis,KX986091,SH2728996.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,Nigrospora_hainanensis,Nigrospora_hainanensis_SH2728996.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1650,3682,Mucor_irregularis,MN452822,SH1055132.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_irregularis,Mucor_irregularis_SH1055132.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
1651,3683,Hypocreales_sp,UDB03562093,SH1133701.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp,Hypocreales_sp_SH1133701.09FU,NA,NA,,,NA,NA,,,,
1652,3684,Harzia_combreti,OK664702,SH0994283.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Melanosporales,Ceratostomataceae,Harzia,Harzia_combreti,Harzia_combreti_SH0994283.09FU,wood_saprotroph,litter_saprotroph,,,wood,leaf/fruit/seed,filamentous_mycelium,,,
1653,3685,Funneliformis_mosseae,MT765697,SH1275023.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1275023.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1654,3686,Fungi_sp,UDB0575872,SH1205483.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1205483.09FU,NA,NA,,,NA,NA,,,,
1655,3687,Fungi_sp,UDB02106492,SH1191581.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1191581.09FU,NA,NA,,,NA,NA,,,,
1656,3695,Endogonomycetes_sp,UDB05311858,SH1126786.09FU,reps,Fungi,Mucoromycota,Endogonomycetes,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp,Endogonomycetes_sp_SH1126786.09FU,NA,NA,,,NA,NA,,,,
1657,3697,Coniochaetales_sp,HG513111,SH0947669.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetales_fam_Incertae_sedis,Coniochaetales_gen_Incertae_sedis,Coniochaetales_sp,Coniochaetales_sp_SH0947669.09FU,NA,NA,,,NA,NA,,,,
1658,3698,Cladophialophora_sp,UDB02842125,SH0889635.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,Cladophialophora_sp_SH0889635.09FU,soil_saprotroph,root_endophyte_dark_septate,,,soil,dimorphic_yeast,,,,
1659,3701,Chytridiomycota_sp,UDB02272057,SH1233229.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1233229.09FU,NA,NA,,,NA,NA,,,,
1660,3702,Chrysosporium_lobatum,UDB02239617,SH1219458.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium_lobatum,Chrysosporium_lobatum_SH1219458.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1661,3708,Aspergillus_clavatus,HQ026749,SH1225070.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_clavatus,Aspergillus_clavatus_SH1225070.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1662,3710,Ajellomycetaceae_sp,JQ247333,SH1111576.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Ajellomycetaceae_gen_Incertae_sedis,Ajellomycetaceae_sp,Ajellomycetaceae_sp_SH1111576.09FU,NA,NA,,,NA,NA,,,,
1663,3711,Agaricostilbales_sp,UDB0127906,SH0948759.09FU,reps,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbales_fam_Incertae_sedis,Agaricostilbales_gen_Incertae_sedis,Agaricostilbales_sp,Agaricostilbales_sp_SH0948759.09FU,NA,NA,,,NA,NA,,,,
1664,3716,Fungi_sp,UDB0128133,SH1117191.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1117191.09FU,NA,NA,,,NA,NA,,,,
1665,3720,Funneliformis_sp,KF849512,SH1274954.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_sp,Funneliformis_sp_SH1274954.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1666,3721,Rhizophydiales_sp,UDB06457875,SH1182855.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1182855.09FU,NA,NA,,,NA,NA,,,,
1667,3723,Cladosporium_endophyticum,MG646956,SH4359617.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_endophyticum,Cladosporium_endophyticum_SH4359617.09FU,litter_saprotroph,plant_pathogen,,,wood,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium
1668,3727,Rhizophydiales_sp,UDB06473255,SH0916579.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH0916579.09FU,NA,NA,,,NA,NA,,,,
1669,3728,Rhizophlyctidaceae_sp,UDB06380675,SH1208282.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1208282.09FU,NA,NA,,,NA,NA,,,,
1670,3731,Metapochonia_parasitica,UDB035088,SH0887359.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,Metapochonia_parasitica,Metapochonia_parasitica_SH0887359.09FU,animal_decomposer,animal_decomposer,,,animal_material,filamentous_mycelium,,,,
1671,3734,Fusarium_sp,UDB02227923,SH0994934.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp,Fusarium_sp_SH0994934.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1672,3735,Funneliformis_mosseae,JF439112,SH1275038.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1275038.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1673,3736,Funneliformis_mosseae,FN547485,SH1274994.09FU,refs,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1274994.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1674,3737,Funneliformis_mosseae,AY997053,SH1274980.09FU,refs,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1274980.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1675,3748,Chaetosphaeronema_achilleae,KX765265,SH0888967.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Chaetosphaeronema,Chaetosphaeronema_achilleae,Chaetosphaeronema_achilleae_SH0888967.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1676,3753,Diaporthe_caulivora,HM347712,SH1273702.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_caulivora,Diaporthe_caulivora_SH1273702.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1677,3755,Dichotomopilus_indicus,GU563367,SH0881518.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,Dichotomopilus_indicus,Dichotomopilus_indicus_SH0881518.09FU,unspecified_saprotroph,NA,,,NA,filamentous_mycelium,,,,
1678,3756,Xylariales_sp,UDB03248366,SH0921479.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Xylariales_gen_Incertae_sedis,Xylariales_sp,Xylariales_sp_SH0921479.09FU,NA,NA,,,NA,NA,,,,
1679,3758,Sphaerobolus_ingoldii,AY654738,SH1063535.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolaceae,Sphaerobolus,Sphaerobolus_ingoldii,Sphaerobolus_ingoldii_SH1063535.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
1680,3759,Pleosporales_sp,UDB04196429,SH0896666.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0896666.09FU,NA,NA,,,NA,NA,,,,
1681,3760,Mucorales_sp,UDB04993019,SH1200700.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucorales_fam_Incertae_sedis,Mucorales_gen_Incertae_sedis,Mucorales_sp,Mucorales_sp_SH1200700.09FU,NA,NA,,,NA,NA,,,,
1682,3765,Wettsteinina_sp,KJ188725,SH0919649.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Wettsteinina,Wettsteinina_sp,Wettsteinina_sp_SH0919649.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
1683,3767,Glaciozyma_sp,UDB03085078,SH1128525.09FU,reps,Fungi,Basidiomycota,Microbotryomycetes,Kriegeriales,Camptobasidiaceae,Glaciozyma,Glaciozyma_sp,Glaciozyma_sp_SH1128525.09FU,unspecified_saprotroph,NA,,,NA,yeast,,,,
1684,3768,Beauveria_pseudobassiana,HQ880792,SH4059696.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_pseudobassiana,Beauveria_pseudobassiana_SH4059696.09FU,animal_decomposer,animal_decomposer,,,animal_material,filamentous_mycelium,,,,
1685,3769,Tubeufiaceae_sp,UDB06803367,SH0973267.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufiaceae_gen_Incertae_sedis,Tubeufiaceae_sp,Tubeufiaceae_sp_SH0973267.09FU,NA,NA,,,NA,NA,,,,
1686,3771,Sordariomycetes_sp,UDB02251687,SH0961777.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH0961777.09FU,NA,NA,,,NA,NA,,,,
1687,3772,Rozellomycota_sp,UDB0633867,SH1127518.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1127518.09FU,NA,NA,,,NA,NA,,,,
1688,3773,Rozellomycota_sp,UDB0285342,SH1308336.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1308336.09FU,NA,NA,,,NA,NA,,,,
1689,3775,Glomeraceae_sp,UDB03126290,SH0957135.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0957135.09FU,arbuscular_mycorrhizal,NA,,,NA,NA,,,,
1690,3776,Fungi_sp,UDB0751219,SH1096282.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1096282.09FU,NA,NA,,,NA,NA,,,,
1691,3782,Colacogloea_terpenoidalis,AY364837,SH0882326.09FU,refs,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Colacogloeaceae,Colacogloea,Colacogloea_terpenoidalis,Colacogloea_terpenoidalis_SH0882326.09FU,mycoparasite,fungal_decomposer,,,fungal_material,dimorphic_yeast,,,,
1692,3784,Chloridium_sp,UDB01917704,SH0979769.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_sp,Chloridium_sp_SH0979769.09FU,litter_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,roots,animal_material,filamentous_mycelium,
1693,3786,Tremellomycetes_sp,UDB0729231,SH1017548.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_ord_Incertae_sedis,Tremellomycetes_fam_Incertae_sedis,Tremellomycetes_gen_Incertae_sedis,Tremellomycetes_sp,Tremellomycetes_sp_SH1017548.09FU,NA,NA,,,NA,NA,,,,
1694,3787,Tremateia_chromolaenae,MT214358,SH0983512.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Tremateia_chromolaenae,Tremateia_chromolaenae_SH0983512.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,filamentous_mycelium,,,,
1695,3793,Spizellomycetales_sp,UDB07383955,SH1128614.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1128614.09FU,NA,NA,,,NA,NA,,,,
1696,3794,Sordariales_sp,UDB01224204,SH0945434.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp,Sordariales_sp_SH0945434.09FU,NA,NA,,,NA,NA,,,,
1697,3795,Sclerostagonospora_sp,UDB06701509,SH0990874.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,Sclerostagonospora_sp,Sclerostagonospora_sp_SH0990874.09FU,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed,filamentous_mycelium,,,,
1698,3796,Rozellomycota_sp,UDB06730037,SH1307877.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1307877.09FU,NA,NA,,,NA,NA,,,,
1699,3797,Rhizophydiales_sp,UDB0641656,SH1257715.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1257715.09FU,NA,NA,,,NA,NA,,,,
1700,3798,Rhizophagus_irregularis,OL449405,SH0984994.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0984994.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
1701,3800,Pleosporales_sp,UDB0769861,SH0942253.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0942253.09FU,NA,NA,,,NA,NA,,,,
1702,3803,Lasionectriopsis_spinosa,HE608637,SH0885388.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Lasionectriopsis,Lasionectriopsis_spinosa,Lasionectriopsis_spinosa_SH0885388.09FU,unspecified_saprotroph,NA,,,NA,NA,,,,
